slno,Date,HS Code,Product Description,Consignee Name,Shipper Name,Consignee Address 1 ,Consignee Address 2,Shipper Address1 ,Shipper Address 2 ,Standard Qty,Standard Unit,Standard Unit Rate $,Tax %,Estimated CIF Value $,Unit Rate $,Port of Destination,Country of Origin,QTY,Unit,Rate In FC,Rate Currency,Tax $,Landed Value $,Month,HS2,HS4,Consignee City,Consignee Pincode,Consignee State,Consignee Phone,Consignee E-mail,Contact Person,Shipper City,Shipper Country,Notify Party,BL TYP,Shipment Mode,Port Of Origin,HS Description,Raw Consignee Name,Raw Shipper Name,Raw Consignee Add1,Raw Consignee Add2,Raw Shipper Address1,Raw Shipper Address2,Raw Consignee City,Raw Consignee Pincode,Raw Consignee State,Raw Consignee Phone,Raw Consignee E-mail,Record Id
1419,22-06-2023,90021100,SONY SEL55210/BQ AE 32844750 MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,67,UNT,96.908,30.98000269,6492.86,96.91,Madras Air,Thailand,67,UNT,8010.59,INR,2011.48,8504.34,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44108555
1420,22-06-2023,90021100,SONY SEL28F20//Q SYX 32845140 MICRO INTERCHANGEABLE LENS FRAME MOUNTEDFOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,1,UNT,213.61,30.97971605,213.61,213.61,Madras Air,Thailand,1,UNT,17981.79,INR,66.18,279.79,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44108556
1421,22-06-2023,90021100,SONY SEL2470GM2/QSYX 32860040 MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,4,UNT,1228.922,30.97999559,4915.69,1228.92,Madras Air,Thailand,4,UNT,101584.69,INR,1522.88,6438.57,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44108563
1422,22-06-2023,90021100,32846540 SEL1635GM SYX MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,1,SET,1058.81,30.97998024,1058.81,1058.81,Delhi Air,Thailand,1,SET,87607.78,INR,322.11,1380.92,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916127
1423,22-06-2023,85258900,32851920 ILCE-7SM3/BQQIN5 DIGITAL STILL CAMERA ILCE-7SM3 WW271448,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,4,SET,2084.09,18.00000058,8336.36,2084.09,Delhi Air,Thailand,4,SET,172441.12,INR,1500.54,9836.9,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916118
1424,22-06-2023,85258900,32852020 ILCE-7C/BQ IN5 DIGITAL STILL CAMERA ILCE-7C WW850128,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,10,SET,1021.398,17.99999769,10213.98,1021.4,Delhi Air,Thailand,10,SET,84512.21,INR,1838.52,12052.5,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916119
1425,22-06-2023,90021100,32847640 SEL24F14GM SYX MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,4,SET,840.455,30.98003618,3361.82,840.46,Delhi Air,Thailand,4,SET,69540.63,INR,1041.49,4403.31,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916128
1426,22-06-2023,85258900,32851420 ILCE-6100/BQIN5 DIGITAL STILL CAMERA ILCE-6100 WW642826,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,1,SET,409.72,18.00001382,409.72,409.72,Delhi Air,Thailand,1,SET,34523.55,INR,73.75,483.47,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916115
1427,22-06-2023,85258900,SONY PXW-Z90V//C IN5 43636160 VIDEO CAMERA RECORDER W/O VIDEO-IN,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,26,UNT,1322.132,30.98000155,34375.43,1322.13,Madras Air,China,26,UNT,108549.91,INR,10649.51,45024.94,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44106418
1428,22-06-2023,85258900,32495390 SRG-X400/BC IN5 COLOR CMOS TELEVISION CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,5,SET,1814.776,43.9600059,9073.88,1814.78,Delhi Air,China,5,SET,146214,INR,3988.88,13062.76,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44110131
1429,22-06-2023,90021100,32844350 SEL2470Z AE MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,7,SET,191.576,30.98008081,1341.03,191.58,Delhi Air,Thailand,7,SET,15851.32,INR,407.95,1748.98,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916124
1430,22-06-2023,85258900,SONY ILCE-7SM3/BQIN5 32851920 DIGITAL STILL CAMERA ILCE-7SM3WW271448,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,3,UNT,2086.11,17.9999919,6258.33,2086.11,Madras Air,Thailand,3,UNT,172441.12,INR,1126.5,7384.83,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44108548
1431,22-06-2023,90021100,32847540 SEL400F28GM SYX MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,SONY ELECTRONICS ASIA PACIFIC PTE LTD,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1,VENTURE AVENUE#04-06,PERENNIAL BUSINESS CITYSINGAPORE",NA,1,SET,7005.72,30.98000223,7005.72,7005.72,Delhi Air,Japan,1,SET,572434.96,INR,2170.37,9176.09,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,SONY ELECTRONICS ASIA PACIFIC PTE LTD,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1,VENTURE AVENUE#04-06,PERENNIAL BUSINESS CITYSINGAPORE",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44013176
1432,22-06-2023,85258900,PXW-FX9V//C 43652260 VIDEO CAMERA RECORDER W/VIDEO-IN,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,1,SET,6692.62,30.98000012,6692.62,6692.62,Bombay Air,China,1,SET,550550.55,INR,2073.36,8765.98,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44244162
1433,22-06-2023,85258900,PXW-Z90V//C 43636160 VIDEO CAMERA RECORDER W/O VIDEO-IN,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,24,SET,1319.556,30.97999836,31669.35,1319.56,Bombay Air,China,24,SET,108549.91,INR,9811.17,41480.52,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44244161
1434,22-06-2023,85258900,"FFC MB TO WIFI MODULE 10PIN 55,1-015-144-11,KD-55X75K PARTSFOR LCD TV",SONY INDIA PVT LTD,SONY ELECTRONICS SINGAPORE PTE,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"#04-06, 1 VENTURE AVENUEPERENNIAL BUSINESS CITY608521,",NA,8,NOS,1.555,43.95625243,12.44,1.56,Delhi Air,China,8,PCS,1.5,USD,5.47,17.91,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,SONY ELECTRONICS SINGAPORE PTE,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"#04-06, 1 VENTURE AVENUEPERENNIAL BUSINESS CITY608521,",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43863584
1435,22-06-2023,90021100,"JACK MOUNT ASSY, SV,A-5038-001-A,WH-XB910N PARTS FOR HEADPHONE",SONY INDIA PVT LTD,SONY ELECTRONICS SINGAPORE PTE,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"#04-06, 1 VENTURE AVENUEPERENNIAL BUSINESS CITY608521,",NA,1,NOS,11.39,30.97890864,11.39,11.39,Delhi Air,China,1,PCS,10.79,USD,3.53,14.92,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,SONY ELECTRONICS SINGAPORE PTE,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"#04-06, 1 VENTURE AVENUEPERENNIAL BUSINESS CITY608521,",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43917890
1436,22-06-2023,85258900,SONY ILCE-7C/SQ IN5 32852021 DIGITAL STILL CAMERA ILCE-7C WW850128,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,5,UNT,1022.388,17.99999205,5111.94,1022.39,Madras Air,Thailand,5,UNT,84512.21,INR,903.56,6015.5,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44108550
1437,22-06-2023,90021100,"DEVICE, LENS LSV-1590A-LS,8-848-907-41,DSC-W730 PARTS FOR DIGITAL CAMERA",SONY INDIA PVT LTD,SONY ELECTRONICS SINGAPORE PTE,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"#04-06, 1 VENTURE AVENUEPERENNIAL BUSINESS CITY608521,",NA,24,NOS,24.817,30.98005746,595.62,24.82,Delhi Air,China,24,PCS,23.52,USD,184.52,780.14,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,SONY ELECTRONICS SINGAPORE PTE,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"#04-06, 1 VENTURE AVENUEPERENNIAL BUSINESS CITY608521,",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43917859
1438,22-06-2023,90021100,SONY SEL85F14GM/QSYX 32845740 MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,7,UNT,806.223,30.9800109,5643.56,806.22,Madras Air,Thailand,7,UNT,66643.67,INR,1748.38,7391.94,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44108557
1439,22-06-2023,85258900,32852121 ILCE-7CL/SQ IN5 DIGITAL STILL CAMERA ILCE-7CL WW850128,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,3,SET,1199.77,17.99999045,3599.31,1199.77,Delhi Air,Thailand,3,SET,99270.83,INR,636.19,4235.5,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916121
1440,22-06-2023,90021100,32848540 SEL24105G//QSYX MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,51,SET,644.763,30.98000034,32882.89,644.76,Delhi Air,Thailand,51,SET,53348.74,INR,10187.12,43070.01,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916130
